Query	Taxid	Tax name	Authority	Rank	Basionym	Basionym authority	Curator common name	Has type material	Group name	Superkingdom name	Superkingdom taxid	Kingdom name	Kingdom taxid	Phylum name	Phylum taxid	Class name	Class taxid	Order name	Order taxid	Family name	Family taxid	Genus name	Genus taxid	Species name	Species taxid	Scientific name is formal
107946	107946	Lepocinclis oxyuris	(Schmarda) Marin et Melkonian	SPECIES	Euglena oxyuris	Schmarda, 1846		no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Euglenales	86650	Phacaceae	1131319	Lepocinclis	66846	Lepocinclis oxyuris	107946	TRUE
109467	109467	Leptomonas ctenocephali		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Leptomonas	5683	Leptomonas ctenocephali	109467	TRUE
118002	118002	Cyclidiopsis	Korshikov, 1917	GENUS				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Rhabdomonadales	86649	Astasiidae	2704113	Cyclidiopsis	118002			TRUE
118003	118003	Cyclidiopsis acus	Korchikow, 1917	SPECIES				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Rhabdomonadales	86649	Astasiidae	2704113	Cyclidiopsis	118002	Cyclidiopsis acus	118003	TRUE
118006	118006	Phacus curvicauda	Svirenko, 1915	SPECIES				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Euglenales	86650	Phacaceae	1131319	Phacus	96783	Phacus curvicauda	118006	TRUE
118007	118007	Menoidium		GENUS				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Rhabdomonadales	86649	Astasiidae	2704113	Menoidium	118007			TRUE
118008	118008	Menoidium pellucidum	Perty, 1852	SPECIES				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Rhabdomonadales	86649	Astasiidae	2704113	Menoidium	118007	Menoidium pellucidum	118008	TRUE
118009	118009	Rhabdomonas		GENUS				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Rhabdomonadales	86649	Astasiidae	2704113	Rhabdomonas	118009			TRUE
118010	118010	Rhabdomonas costata		SPECIES	Menoidium costatum	Korshikov, 1929		no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Rhabdomonadales	86649	Astasiidae	2704113	Rhabdomonas	118009	Rhabdomonas costata	118010	TRUE
121463	121463	Trypanosoma chattoni	Mathis & Leger, 1911	SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Trypanosoma	5690	Trypanosoma chattoni	121463	TRUE
121464	121464	Trypanosoma fallisi	Martin & Desser, 1990	SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Trypanosoma	5690	Trypanosoma fallisi	121464	TRUE
121465	121465	Trypanosoma neveulemairei	Brumpt, 1928	SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Trypanosoma	5690	Trypanosoma neveulemairei	121465	TRUE
121520	121520	Trypanosoma ranarum		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Trypanosoma	5690	Trypanosoma ranarum	121520	TRUE
122234	122234	Menoidium bibaciliatum	Pringsheim, 1942	SPECIES				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Rhabdomonadales	86649	Astasiidae	2704113	Menoidium	118007	Menoidium bibaciliatum	122234	TRUE
122236	122236	Rhabdomonas incurva	Fresenius, 1858	SPECIES				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Rhabdomonadales	86649	Astasiidae	2704113	Rhabdomonas	118009	Rhabdomonas incurva	122236	TRUE
126638	126638	Herpetomonas cf. roitmani		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Herpetomonas	5714	Herpetomonas cf. roitmani	126638	FALSE
126719	126719	Phacus oscillans	Klebs, 1883	SPECIES				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Euglenales	86650	Phacaceae	1131319	Phacus	96783	Phacus oscillans	126719	TRUE
127149	127149	Rhynchomonas		GENUS				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Neobodonida	2704648	Rhynchomonadidae	2728145	Rhynchomonas	127149			TRUE
127150	127150	Rhynchomonas nasuta		SPECIES	Heteromita nasuta	Stokes, 1888		no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Neobodonida	2704648	Rhynchomonadidae	2728145	Rhynchomonas	127149	Rhynchomonas nasuta	127150	TRUE
127153	127153	kinetoplastid flagellate LFS2		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Eubodonida	2704650	Bodonidae	5708			kinetoplastid flagellate LFS2	127153	FALSE
128557	128557	Phacus pusillus	Lemmermann, 1910	SPECIES				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Euglenales	86650	Phacaceae	1131319	Phacus	96783	Phacus pusillus	128557	TRUE
130315	130315	Euglena sanguinea	Ehrenberg, 1832	SPECIES				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Euglenales	86650	Euglenaceae	1131320	Euglena	3038	Euglena sanguinea	130315	TRUE
130316	130316	Phacus acuminatus	Stokes, 1885	SPECIES				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Euglenales	86650	Phacaceae	1131319	Phacus	96783	Phacus acuminatus	130316	TRUE
133705	133705	Astasia curvata		SPECIES	Euglena curvata	Klebs, 1883		no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Rhabdomonadales	86649	Astasiidae	2704113	Astasia	3036	Astasia curvata	133705	TRUE
134003	134003	Phytomonas sp. isolate Alp1		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Alp1	134003	FALSE
134004	134004	Phytomonas sp. isolate Asclcuvz		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Asclcuvz	134004	FALSE
134007	134007	Phytomonas sp. isolate Ehigu		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Ehigu	134007	FALSE
134008	134008	Phytomonas sp. isolate Ehiind		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Ehiind	134008	FALSE
134009	134009	Phytomonas sp. isolate Ehise		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Ehise	134009	FALSE
134011	134011	Phytomonas sp. isolate Ehivz		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Ehivz	134011	FALSE
134012	134012	Phytomonas sp. isolate Ehygu		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Ehygu	134012	FALSE
134014	134014	Phytomonas sp. isolate Hart11		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Hart11	134014	FALSE
134015	134015	Phytomonas sp. isolate Hart13		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Hart13	134015	FALSE
134016	134016	Phytomonas sp. isolate Hart2		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Hart2	134016	FALSE
134017	134017	Phytomonas sp. isolate Hart22		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Hart22	134017	FALSE
134018	134018	Phytomonas sp. isolate Hart3		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Hart3	134018	FALSE
134021	134021	Phytomonas sp. isolate Mangsp		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Mangsp	134021	FALSE
134024	134024	Phytomonas sp. isolate Mar3		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Mar3	134024	FALSE
134025	134025	Phytomonas sp. isolate Mar7		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Mar7	134025	FALSE
134026	134026	Phytomonas sp. isolate Tomsp		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Tomsp	134026	FALSE
135492	135492	Phytomonas sp. isolate Ech1		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Ech1	135492	FALSE
135494	135494	Lepocinclis tripteris	(Dujardin) Marin et Melkonian	SPECIES	Phacus tripteris	Dujardin, 1841		no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Euglenales	86650	Phacaceae	1131319	Lepocinclis	66846	Lepocinclis tripteris	135494	TRUE
135495	135495	Phacus brachykentron		SPECIES				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Euglenales	86650	Phacaceae	1131319	Phacus	96783	Phacus brachykentron	135495	TRUE
135496	135496	Phacus triqueter		SPECIES	Euglena triquetra	Ehrenberg, 1834		no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Euglenales	86650	Phacaceae	1131319	Phacus	96783	Phacus triqueter	135496	TRUE
135591	135591	Phacus smulkowskianus		SPECIES	Euglena smulkowskiana	ZakrysÌ, 1986		no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Euglenales	86650	Phacaceae	1131319	Phacus	96783	Phacus smulkowskianus	135591	TRUE
135876	135876	Phytomonas sp. isolate Alp3		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Alp3	135876	FALSE
135877	135877	Phytomonas sp. isolate Hart4		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Hart4	135877	FALSE
135878	135878	Phytomonas sp. isolate Hart5		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Hart5	135878	FALSE
135879	135879	Phytomonas sp. isolate Hart6		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Hart6	135879	FALSE
135929	135929	Phytomonas sp. isolate Hart9		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Hart9	135929	FALSE
135930	135930	Phytomonas sp. isolate Hart14		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Hart14	135930	FALSE
135931	135931	Phytomonas sp. isolate Hart15		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Hart15	135931	FALSE
135932	135932	Phytomonas sp. isolate Hart17		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Hart17	135932	FALSE
135933	135933	Phytomonas sp. isolate Hart18		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Hart18	135933	FALSE
135934	135934	Phytomonas sp. isolate Hart19		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Hart19	135934	FALSE
135935	135935	Phytomonas sp. isolate Hart20		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Hart20	135935	FALSE
135936	135936	Phytomonas sp. isolate Hart21		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Hart21	135936	FALSE
135937	135937	Phytomonas sp. isolate Mar2		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Mar2	135937	FALSE
135938	135938	Phytomonas sp. isolate Mar4		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Mar4	135938	FALSE
135939	135939	Phytomonas sp. isolate Mar5		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Mar5	135939	FALSE
135941	135941	Phytomonas sp. isolate Mar8		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Mar8	135941	FALSE
135942	135942	Phytomonas sp. isolate Mar9		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Mar9	135942	FALSE
135943	135943	Phytomonas sp. isolate Mar10		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Phytomonas	5706	Phytomonas sp. isolate Mar10	135943	FALSE
136362	136362	Menoidium cultellus		SPECIES				yes	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Rhabdomonadales	86649	Astasiidae	2704113	Menoidium	118007	Menoidium cultellus	136362	TRUE
136363	136363	Menoidium intermedium	Pringsheim ex Angeler, 2002	SPECIES				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Rhabdomonadales	86649	Astasiidae	2704113	Menoidium	118007	Menoidium intermedium	136363	TRUE
136365	136365	Parmidium		GENUS				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Rhabdomonadales	86649	Astasiidae	2704113	Parmidium	136365			TRUE
136366	136366	Parmidium circulare	Christen, 1962	SPECIES				yes	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Rhabdomonadales	86649	Astasiidae	2704113	Parmidium	136365	Parmidium circulare	136366	TRUE
136367	136367	Rhabdomonas intermedia	Christen, 1962	SPECIES				yes	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Rhabdomonadales	86649	Astasiidae	2704113	Rhabdomonas	118009	Rhabdomonas intermedia	136367	TRUE
136610	136610	Leishmania sp. SA-2000		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Leishmania	5658	Leishmania sp. SA-2000	136610	FALSE
137423	137423	Dimastigella mimosa		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Neobodonida	2704648	Rhynchomonadidae	2728145	Dimastigella	35225	Dimastigella mimosa	137423	TRUE
137879	137879	unclassified Kinetoplastida		NO_RANK				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653									FALSE
137880	137880	Kinetoplastida sp. LDR2000		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653							Kinetoplastida sp. LDR2000	137880	FALSE
139422	139422	Parmidium scutulum		SPECIES				yes	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Rhabdomonadales	86649	Astasiidae	2704113	Parmidium	136365	Parmidium scutulum	139422	TRUE
140241	140241	Cruzella		GENUS				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Neobodonida	2704648			Cruzella	140241			TRUE
140242	140242	Cruzella marina	Faria, Cunha & Pinto, 1923	SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Neobodonida	2704648			Cruzella	140241	Cruzella marina	140242	TRUE
140243	140243	Parabodo		GENUS				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Parabodonida	2704649			Parabodo	140243			TRUE
140244	140244	Parabodo nitrophilus	Skuja, 1948	SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Parabodonida	2704649			Parabodo	140243	Parabodo nitrophilus	140244	TRUE
143015	143015	Jakobidae		FAMILY				no	eukaryotes	Eukaryota	2759							Jakobida	556282	Jakobidae	143015					TRUE
143016	143016	Jakoba		GENUS				no	eukaryotes	Eukaryota	2759							Jakobida	556282	Jakobidae	143015	Jakoba	143016			TRUE
143017	143017	Jakoba libera		SPECIES				no	eukaryotes	Eukaryota	2759							Jakobida	556282	Jakobidae	143015	Jakoba	143016	Jakoba libera	143017	TRUE
150582	150582	Trachelomonas volvocinopsis	Svirenko, 1914	SPECIES				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Euglenales	86650	Euglenaceae	1131320	Trachelomonas	96503	Trachelomonas volvocinopsis	150582	TRUE
150583	150583	Trachelomonas volvocinopsis var. spiralis	Pringsheim, 1953	VARIETAS				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Euglenales	86650	Euglenaceae	1131320	Trachelomonas	96503	Trachelomonas volvocinopsis	150582	TRUE
150586	150586	Phacus alatus	Klebs, 1883	SPECIES				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Euglenales	86650	Phacaceae	1131319	Phacus	96783	Phacus alatus	150586	TRUE
150588	150588	Trachelomonas echinata		SPECIES				yes	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Euglenales	86650	Euglenaceae	1131320	Trachelomonas	96503	Trachelomonas echinata	150588	TRUE
150589	150589	Trachelomonas intermedia	Dangeard, 1902	SPECIES				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Euglenales	86650	Euglenaceae	1131320	Trachelomonas	96503	Trachelomonas intermedia	150589	TRUE
150590	150590	Trachelomonas pertyi	Pringsheim, 1953	SPECIES				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Euglenales	86650	Euglenaceae	1131320	Trachelomonas	96503	Trachelomonas pertyi	150590	TRUE
151597	151597	uncultured marine euglenozoan DH148-EKB1		SPECIES				no	eukaryotes	Eukaryota	2759			Euglenozoa	33682									uncultured marine euglenozoan DH148-EKB1	151597	FALSE
152074	152074	Trypanosoma chelodinae		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Trypanosoma	5690	Trypanosoma chelodinae	152074	TRUE
155202	155202	Ichthyobodo		GENUS				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653			Ichthyobodonidae	1027875	Ichthyobodo	155202			TRUE
155203	155203	Ichthyobodo necator		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653			Ichthyobodonidae	1027875	Ichthyobodo	155202	Ichthyobodo necator	155203	TRUE
155204	155204	Bodo edax		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Eubodonida	2704650	Bodonidae	5708	Bodo	5712	Bodo edax	155204	TRUE
155205	155205	Bodo sp. ATCC 50149		SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Eubodonida	2704650	Bodonidae	5708	Bodo	5712	Bodo sp. ATCC 50149	155205	FALSE
155283	155283	Leishmania mexicana venezuelensis		SUBSPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Leishmania	5658	Leishmania mexicana	5665	TRUE
157538	157538	Leptomonas pyrrhocoris	(Zotta 1912) emend. Votypka, Lukes and Maslov 2012	SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Leptomonas	5683	Leptomonas pyrrhocoris	157538	TRUE
157644	157644	Euglena sp. CRRdV		SPECIES				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Euglenales	86650	Euglenaceae	1131320	Euglena	3038	Euglena sp. CRRdV	157644	FALSE
157922	157922	Euglena deses var. acidophila		VARIETAS				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Euglenales	86650	Euglenaceae	1131320	Euglena	3038	Euglena deses	66845	TRUE
157923	157923	Euglena chlamydophora	Mainx, 1928	SPECIES				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Euglenales	86650	Euglenaceae	1131320	Euglena	3038	Euglena chlamydophora	157923	TRUE
158060	158060	Euglena gracilis var. bacillaris		VARIETAS				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Euglenales	86650	Euglenaceae	1131320	Euglena	3038	Euglena gracilis	3039	TRUE
158802	158802	Trypanosoma everetti	Molyneux, 1973	SPECIES				no	kinetoplastids	Eukaryota	2759			Euglenozoa	33682	Kinetoplastea	5653	Trypanosomatida	2704949	Trypanosomatidae	5654	Trypanosoma	5690	Trypanosoma everetti	158802	TRUE
158826	158826	Astasia sp. ASW08097		SPECIES				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Rhabdomonadales	86649	Astasiidae	2704113	Astasia	3036	Astasia sp. ASW08097	158826	FALSE
158828	158828	Monomorphina striata	(Franc) Marin et Melkonian	SPECIES				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Euglenales	86650	Euglenaceae	1131320	Monomorphina	298266	Monomorphina striata	158828	TRUE
158829	158829	Phacus orbicularis	HuÌbner, 1886	SPECIES				no	euglenoids	Eukaryota	2759			Euglenozoa	33682	Euglenida	3035	Euglenales	86650	Phacaceae	1131319	Phacus	96783	Phacus orbicularis	158829	TRUE
