Query	Taxid	Tax name	Authority	Rank	Basionym	Basionym authority	Curator common name	Has type material	Group name	Superkingdom name	Superkingdom taxid	Kingdom name	Kingdom taxid	Phylum name	Phylum taxid	Class name	Class taxid	Order name	Order taxid	Family name	Family taxid	Genus name	Genus taxid	Species name	Species taxid	Scientific name is formal
109345	109345	Globigerinella siphonifera type IV		CLADE				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Globigerinidae	45998	Globigerinella	46131	Globigerinella siphonifera	46132	FALSE
115858	115858	Chlorarachnion sp. CCMP238		SPECIES				no	cercozoans	Eukaryota	2759			Cercozoa	136419	Chlorarachniophyceae	29197					Chlorarachnion	29198	Chlorarachnion sp. CCMP238	115858	FALSE
119757	119757	Hillenburgia nasturtii	(Tomlinson) Neuhauser, Hittorf & Kirchmair, 2020	SPECIES	Spongospora subterranea f. sp. nasturtii	Tomlinson, 1958		no	eukaryotes	Eukaryota	2759			Endomyxa	2604748	Phytomyxea	2779609	Plasmodiophorida	37357	Plasmodiophoridae	37358	Hillenburgia	2923326	Hillenburgia nasturtii	119757	TRUE
125957	125957	Neogloboquadrina pachyderma		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Globorotaliidae	51037	Neogloboquadrina	51038	Neogloboquadrina pachyderma	125957	TRUE
125970	125970	Turborotalita	Blow & Banner, 1962	GENUS				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Globigerinidae	45998	Turborotalita	125970			TRUE
125971	125971	Turborotalita quinqueloba	(Natland, 1938)	SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Globigerinidae	45998	Turborotalita	125970	Turborotalita quinqueloba	125971	TRUE
126664	126664	Sorites sp.		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Soritidae	46128	Sorites	87143	Sorites sp.	126664	FALSE
126665	126665	Marginopora	Blainville, 1830	GENUS				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Soritidae	46128	Marginopora	126665			TRUE
126667	126667	Marginopora vertebralis	Quoy & Gaimard, 1830	SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Soritidae	46128	Marginopora	126665	Marginopora vertebralis	126667	TRUE
126668	126668	Amphisorus	Ehrenberg, 1839	GENUS				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Soritidae	46128	Amphisorus	126668			TRUE
126669	126669	Amphisorus hemprichii		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Soritidae	46128	Amphisorus	126668	Amphisorus hemprichii	126669	TRUE
126727	126727	Bonamia		GENUS				no	eukaryotes	Eukaryota	2759			Endomyxa	2604748	Ascetosporea	1871466	Haplosporida	31291			Bonamia	126727			TRUE
126728	126728	Bonamia ostreae		SPECIES				no	eukaryotes	Eukaryota	2759			Endomyxa	2604748	Ascetosporea	1871466	Haplosporida	31291			Bonamia	126727	Bonamia ostreae	126728	TRUE
127226	127226	Massisteria		GENUS				no	cercozoans	Eukaryota	2759			Cercozoa	136419					Massisteriidae	2802177	Massisteria	127226			TRUE
127229	127229	Massisteria marina		SPECIES				no	cercozoans	Eukaryota	2759			Cercozoa	136419					Massisteriidae	2802177	Massisteria	127226	Massisteria marina	127229	TRUE
127961	127961	Ammonia catesbyana		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia catesbyana	127961	TRUE
128051	128051	Sorites sp. 1368		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Soritidae	46128	Sorites	87143	Sorites sp. 1368	128051	FALSE
128052	128052	Sorites marginalis		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Soritidae	46128	Sorites	87143	Sorites marginalis	128052	TRUE
128053	128053	Peneroplis planatus		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Peneroplidae	46135	Peneroplis	46136	Peneroplis planatus	128053	TRUE
128054	128054	Miliolidae		FAMILY				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Miliolidae	128054					TRUE
128055	128055	Broeckina		GENUS				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Soritidae	46128	Broeckina	128055			TRUE
128056	128056	Broeckina sp. 835		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Soritidae	46128	Broeckina	128055	Broeckina sp. 835	128056	FALSE
128057	128057	Alveolinidae		FAMILY				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Alveolinidae	128057					TRUE
128058	128058	Alveolinella		GENUS				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Alveolinidae	128057	Alveolinella	128058			TRUE
128059	128059	Alveolinella quoyi	(d'Orbigny, 1826)	SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Alveolinidae	128057	Alveolinella	128058	Alveolinella quoyi	128059	TRUE
128060	128060	Borelis		GENUS				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Alveolinidae	128057	Borelis	128060			TRUE
128061	128061	Borelis schlumbergeri		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Alveolinidae	128057	Borelis	128060	Borelis schlumbergeri	128061	TRUE
128062	128062	Dendritina		GENUS				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Peneroplidae	46135	Dendritina	128062			TRUE
128063	128063	Dendritina zhengae		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Peneroplidae	46135	Dendritina	128062	Dendritina zhengae	128063	TRUE
128064	128064	Laevipeneroplis		GENUS				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Soritidae	46128	Laevipeneroplis	128064			TRUE
128065	128065	Laevipeneroplis bradyi		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Soritidae	46128	Laevipeneroplis	128064	Laevipeneroplis bradyi	128065	TRUE
128066	128066	Laevipeneroplis proteus		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Soritidae	46128	Laevipeneroplis	128064	Laevipeneroplis proteus	128066	TRUE
128067	128067	Laevipeneroplis sp. 2264		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Soritidae	46128	Laevipeneroplis	128064	Laevipeneroplis sp. 2264	128067	FALSE
128068	128068	Androsina		GENUS				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Soritidae	46128	Androsina	128068			TRUE
128069	128069	Androsina lucasi		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Soritidae	46128	Androsina	128068	Androsina lucasi	128069	TRUE
128070	128070	Cyclorbiculina		GENUS				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Soritidae	46128	Cyclorbiculina	128070			TRUE
128071	128071	Cyclorbiculina compressa		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Soritidae	46128	Cyclorbiculina	128070	Cyclorbiculina compressa	128071	TRUE
128072	128072	Parasorites		GENUS				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Soritidae	46128	Parasorites	128072			TRUE
128073	128073	Parasorites sp. 1634		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Soritidae	46128	Parasorites	128072	Parasorites sp. 1634	128073	FALSE
128074	128074	Parasorites sp. 483		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Soritidae	46128	Parasorites	128072	Parasorites sp. 483	128074	FALSE
128075	128075	Parasorites sp. 312		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Soritidae	46128	Parasorites	128072	Parasorites sp. 312	128075	FALSE
128076	128076	Amphisorus sp. 1333		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Miliolida	1216353	Soritidae	46128	Amphisorus	126668	Amphisorus sp. 1333	128076	FALSE
131223	131223	Cercomonas sp. SIC.7235		SPECIES				no	cercozoans	Eukaryota	2759			Cercozoa	136419			Cercomonadida	188941	Cercomonadidae	45108	Cercomonas	45109	Cercomonas sp. SIC.7235	131223	FALSE
135516	135516	Nuclearia-like filose amoeba N-Por		SPECIES				no	cercozoans	Eukaryota	2759			Cercozoa	136419									Nuclearia-like filose amoeba N-Por	135516	FALSE
136419	136419	Cercozoa		PHYLUM				no	cercozoans	Eukaryota	2759			Cercozoa	136419											TRUE
139273	139273	Elphidium williamsoni		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Elphidiidae	29186	Elphidium	29187	Elphidium williamsoni	139273	TRUE
149083	149083	Proleptomonas		GENUS				no	cercozoans	Eukaryota	2759			Cercozoa	136419			Glissomonadida	1238681			Proleptomonas	149083			TRUE
149084	149084	Proleptomonas faecicola		SPECIES				no	cercozoans	Eukaryota	2759			Cercozoa	136419			Glissomonadida	1238681			Proleptomonas	149083	Proleptomonas faecicola	149084	TRUE
151025	151025	Cryothecomonas		GENUS				no	cercozoans	Eukaryota	2759			Cercozoa	136419	Thecofilosea	1004930	Cryomonadida	589444	Protaspidae	2603934	Cryothecomonas	151025			TRUE
151026	151026	Cryothecomonas aestivalis		SPECIES				no	cercozoans	Eukaryota	2759			Cercozoa	136419	Thecofilosea	1004930	Cryomonadida	589444	Protaspidae	2603934	Cryothecomonas	151025	Cryothecomonas aestivalis	151026	TRUE
151027	151027	Cryothecomonas longipes		SPECIES				no	cercozoans	Eukaryota	2759			Cercozoa	136419	Thecofilosea	1004930	Cryomonadida	589444	Protaspidae	2603934	Cryothecomonas	151025	Cryothecomonas longipes	151027	TRUE
151593	151593	Uncultured marine acantharean DH147-EKD17		SPECIES				no	eukaryotes	Eukaryota	2759					Acantharea	65574							Uncultured marine acantharean DH147-EKD17	151593	FALSE
155568	155568	environmental samples		NO_RANK				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189			FALSE
155569	155569	Ammonia sp. AmmC5		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. AmmC5	155569	FALSE
155570	155570	Ammonia sp. ChS2		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. ChS2	155570	FALSE
155571	155571	Ammonia sp. FS10		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. FS10	155571	FALSE
155572	155572	Ammonia sp. TrS2		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. TrS2	155572	FALSE
155573	155573	Ammonia sp. TrS5		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. TrS5	155573	FALSE
155574	155574	Ammonia sp. VS23		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. VS23	155574	FALSE
155575	155575	Ammonia sp. 572		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 572	155575	FALSE
155576	155576	Ammonia sp. Amm.ab.3		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. Amm.ab.3	155576	FALSE
155577	155577	Ammonia sp. VS19		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. VS19	155577	FALSE
155578	155578	Ammonia sp. VS25		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. VS25	155578	FALSE
155579	155579	Ammonia sp. VS27		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. VS27	155579	FALSE
155580	155580	Ammonia sp. VS4		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. VS4	155580	FALSE
155581	155581	Ammonia sp. VS5		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. VS5	155581	FALSE
155582	155582	Ammonia sp. 1403		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 1403	155582	FALSE
155583	155583	Ammonia sp. Amm.ab.5		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. Amm.ab.5	155583	FALSE
155584	155584	Ammonia sp. Amm.ab.7		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. Amm.ab.7	155584	FALSE
155585	155585	Ammonia sp. Amm.ab.9		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. Amm.ab.9	155585	FALSE
155586	155586	Ammonia sp. C10		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. C10	155586	FALSE
155587	155587	Ammonia sp. AS2		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. AS2	155587	FALSE
155588	155588	Ammonia sp. Ammp1		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. Ammp1	155588	FALSE
155589	155589	Ammonia sp. AUK1		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. AUK1	155589	FALSE
155590	155590	Ammonia sp. AUK2		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. AUK2	155590	FALSE
155591	155591	Ammonia sp. FS21		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. FS21	155591	FALSE
155592	155592	Ammonia sp. AH2		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. AH2	155592	FALSE
155593	155593	Ammonia sp. AH3		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. AH3	155593	FALSE
155594	155594	Ammonia sp. Amm.ab.10		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. Amm.ab.10	155594	FALSE
155595	155595	Ammonia sp. AS4		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. AS4	155595	FALSE
155596	155596	Ammonia sp. GS2		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. GS2	155596	FALSE
155597	155597	Ammonia sp. GS5		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. GS5	155597	FALSE
155598	155598	Ammonia sp. AmmJ1		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. AmmJ1	155598	FALSE
155599	155599	Ammonia sp. AmmJ2		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. AmmJ2	155599	FALSE
155600	155600	Ammonia sp. AmmJ3		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. AmmJ3	155600	FALSE
155601	155601	Ammonia sp. 569		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 569	155601	FALSE
155602	155602	Ammonia sp. 570		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 570	155602	FALSE
155603	155603	Ammonia sp. AUSA1		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. AUSA1	155603	FALSE
155604	155604	Ammonia sp. AUSA2		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. AUSA2	155604	FALSE
155605	155605	Ammonia sp. AmmW10		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. AmmW10	155605	FALSE
155606	155606	Ammonia sp. 571		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 571	155606	FALSE
155607	155607	Ammonia sp. VS18		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. VS18	155607	FALSE
155608	155608	Ammonia sp. 526		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 526	155608	FALSE
155609	155609	Ammonia sp. 530		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 530	155609	FALSE
155610	155610	Ammonia sp. 521		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 521	155610	FALSE
155775	155775	Ammonia sp. 1405		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 1405	155775	FALSE
155776	155776	Ammonia sp. 1433		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 1433	155776	FALSE
155777	155777	Ammonia sp. 597		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 597	155777	FALSE
155778	155778	Ammonia sp. 599		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 599	155778	FALSE
155779	155779	Ammonia sp. 600		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 600	155779	FALSE
155780	155780	Ammonia sp. 601		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 601	155780	FALSE
155781	155781	Ammonia sp. 602		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 602	155781	FALSE
155782	155782	Ammonia sp. 603		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 603	155782	FALSE
155783	155783	Ammonia sp. 604		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 604	155783	FALSE
155784	155784	Ammonia sp. 605		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 605	155784	FALSE
155785	155785	Ammonia sp. 606		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 606	155785	FALSE
155786	155786	Ammonia sp. 91		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 91	155786	FALSE
155787	155787	Ammonia sp. 93		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 93	155787	FALSE
155788	155788	Ammonia sp. 94		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 94	155788	FALSE
155789	155789	Ammonia sp. 95		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 95	155789	FALSE
155790	155790	Ammonia sp. 96		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 96	155790	FALSE
155791	155791	Ammonia sp. 98		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 98	155791	FALSE
155792	155792	Ammonia sp. 99		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 99	155792	FALSE
155793	155793	Ammonia sp. 102		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 102	155793	FALSE
155794	155794	Ammonia sp. 104		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 104	155794	FALSE
155795	155795	Ammonia sp. 105		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 105	155795	FALSE
155796	155796	Ammonia sp. 106		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 106	155796	FALSE
155797	155797	Ammonia sp. 107		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 107	155797	FALSE
155798	155798	Ammonia sp. 108		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 108	155798	FALSE
155799	155799	Ammonia sp. 109		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 109	155799	FALSE
155800	155800	Ammonia sp. 110		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 110	155800	FALSE
155801	155801	Ammonia sp. 111		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 111	155801	FALSE
155802	155802	Ammonia sp. 112		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 112	155802	FALSE
155803	155803	Ammonia sp. 113		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 113	155803	FALSE
155804	155804	Ammonia sp. 114		SPECIES				no	forams	Eukaryota	2759			Foraminifera	29178			Rotaliida	29185	Rotaliidae	69034	Ammonia	29189	Ammonia sp. 114	155804	FALSE
