Query	Taxid	Tax name	Authority	Rank	Basionym	Basionym authority	Curator common name	Has type material	Group name	Superkingdom name	Superkingdom taxid	Kingdom name	Kingdom taxid	Phylum name	Phylum taxid	Class name	Class taxid	Order name	Order taxid	Family name	Family taxid	Genus name	Genus taxid	Species name	Species taxid	Scientific name is formal
2788	2788	Neopyropia yezoensis	(Ueda) Yang & Brodie, 2020	SPECIES	Porphyra yezoensis	Ueda, 1932	susabi-nori	no	red algae	Eukaryota	2759			Rhodophyta	2763	Bangiophyceae	2797	Bangiales	29216	Bangiaceae	31345	Neopyropia	2853170	Neopyropia yezoensis	2788	TRUE
2790	2790	Porphyra sp.		SPECIES				no	red algae	Eukaryota	2759			Rhodophyta	2763	Bangiophyceae	2797	Bangiales	29216	Bangiaceae	31345	Porphyra	2784	Porphyra sp.	2790	FALSE
2791	2791	Porphyridium		GENUS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Bangiophyceae	2797	Porphyridiales	2798	Porphyridiaceae	2799	Porphyridium	2791			TRUE
2792	2792	Porphyridium aerugineum	Geitler 1923	SPECIES				no	red algae	Eukaryota	2759			Rhodophyta	2763	Bangiophyceae	2797	Porphyridiales	2798	Porphyridiaceae	2799	Porphyridium	2791	Porphyridium aerugineum	2792	TRUE
2794	2794	Rhodymenia	Greville, 1830	GENUS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Rhodymeniales	29247	Rhodymeniaceae	31501	Rhodymenia	2794			TRUE
2797	2797	Bangiophyceae		CLASS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Bangiophyceae	2797									TRUE
2798	2798	Porphyridiales		ORDER				no	red algae	Eukaryota	2759			Rhodophyta	2763	Bangiophyceae	2797	Porphyridiales	2798							TRUE
2799	2799	Porphyridiaceae		FAMILY				no	red algae	Eukaryota	2759			Rhodophyta	2763	Bangiophyceae	2797	Porphyridiales	2798	Porphyridiaceae	2799					TRUE
2800	2800	Rhodella		GENUS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Rhodellophyceae	661027	Rhodellales	661028	Rhodellaceae	661029	Rhodella	2800			TRUE
2801	2801	Rhodella violacea		SPECIES	Porphyridium violaceum	Kornmann 1965		yes	red algae	Eukaryota	2759			Rhodophyta	2763	Rhodellophyceae	661027	Rhodellales	661028	Rhodellaceae	661029	Rhodella	2800	Rhodella violacea	2801	TRUE
28016	28016	Gelidium caulacantheum	J.Agardh, 1876	SPECIES				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gelidiales	31399	Gelidiaceae	2808	Gelidium	2811	Gelidium caulacantheum	28016	TRUE
28017	28017	Gigartinales		ORDER				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017							TRUE
28018	28018	Furcellariaceae		FAMILY				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Furcellariaceae	28018					TRUE
28019	28019	Furcellaria		GENUS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Furcellariaceae	28018	Furcellaria	28019			TRUE
2802	2802	Ceramiales	Oltmanns	ORDER				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Ceramiales	2802							TRUE
28020	28020	Furcellaria lumbricalis		SPECIES	Fucus lumbricalis	Hudson, 1762		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Furcellariaceae	28018	Furcellaria	28019	Furcellaria lumbricalis	28020	TRUE
28021	28021	Phyllophoraceae		FAMILY				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Phyllophoraceae	28021					TRUE
28022	28022	Ahnfeltia		GENUS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Ahnfeltiales	31361	Ahnfeltiaceae	31362	Ahnfeltia	28022			TRUE
28023	28023	Ahnfeltia plicata		SPECIES	Fucus plicatus	Hudson, 1762		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Ahnfeltiales	31361	Ahnfeltiaceae	31362	Ahnfeltia	28022	Ahnfeltia plicata	28023	TRUE
28024	28024	Porphyridium sordidum	Geitler, 1932	SPECIES				no	red algae	Eukaryota	2759			Rhodophyta	2763	Bangiophyceae	2797	Porphyridiales	2798	Porphyridiaceae	2799	Porphyridium	2791	Porphyridium sordidum	28024	TRUE
2803	2803	Rhodomelaceae		FAMILY				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Ceramiales	2802	Rhodomelaceae	2803					TRUE
2804	2804	Polysiphonia	Greville, 1823	GENUS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Ceramiales	2802	Rhodomelaceae	2803	Polysiphonia	2804			TRUE
2805	2805	Lophosiphonia boldii	(M.J.Wynne & P.Edwards) DiÌaz-Tapia, 2022	SPECIES	Polysiphonia boldii	M.J.Wynne & P.Edwards, 1970		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Ceramiales	2802	Rhodomelaceae	2803	Lophosiphonia	717904	Lophosiphonia boldii	2805	TRUE
2806	2806	Florideophyceae		CLASS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806									TRUE
2807	2807	Nemaliales		ORDER				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Nemaliales	2807							TRUE
2808	2808	Gelidiaceae		FAMILY				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gelidiales	31399	Gelidiaceae	2808					TRUE
2809	2809	Batrachospermum	Roth, 1797	GENUS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Batrachospermales	31370	Batrachospermaceae	31371	Batrachospermum	2809			TRUE
2810	2810	Batrachospermum ectocarpum		SPECIES				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Batrachospermales	31370	Batrachospermaceae	31371	Batrachospermum	2809	Batrachospermum ectocarpum	2810	TRUE
2811	2811	Gelidium	J.V.Lamouroux, 1813: 128	GENUS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gelidiales	31399	Gelidiaceae	2808	Gelidium	2811			TRUE
2812	2812	Gelidium amansii		SPECIES	Fucus amansii	J.V.Lamouroux, 1805		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gelidiales	31399	Gelidiaceae	2808	Gelidium	2811	Gelidium amansii	2812	TRUE
2814	2814	Endocladiaceae		FAMILY				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Endocladiaceae	2814					TRUE
2815	2815	Carpopeltis		GENUS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Halymeniales	50289	Halymeniaceae	31453	Carpopeltis	2815			TRUE
2816	2816	Grateloupia crispata		SPECIES	Carpopeltis crispata	Okamura, 1934		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Halymeniales	50289	Halymeniaceae	31453	Grateloupia	31454	Grateloupia crispata	2816	TRUE
2819	2819	Palmariales		ORDER				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Palmariales	2819							TRUE
2820	2820	Palmariaceae		FAMILY				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Palmariales	2819	Palmariaceae	2820					TRUE
2821	2821	Palmaria		GENUS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Palmariales	2819	Palmariaceae	2820	Palmaria	2821			TRUE
2822	2822	Palmaria palmata	(Linnaeus) Weber & Mohr 1805	SPECIES	Fucus palmatus	Linnaeus, 1753	Dulse	no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Palmariales	2819	Palmariaceae	2820	Palmaria	2821	Palmaria palmata	2822	TRUE
2823	2823	Gloiopeltis		GENUS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Endocladiaceae	2814	Gloiopeltis	2823			TRUE
2824	2824	Gloiopeltis complanata		SPECIES	Endocladia complanata	Harvey, 1860		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Endocladiaceae	2814	Gloiopeltis	2823	Gloiopeltis complanata	2824	TRUE
28849	28849	Gelidium coulteri	Harvey, 1853	SPECIES				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gelidiales	31399	Gelidiaceae	2808	Gelidium	2811	Gelidium coulteri	28849	TRUE
28850	28850	Gelidium floridanum	W.R.Taylor, 1943	SPECIES				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gelidiales	31399	Gelidiaceae	2808	Gelidium	2811	Gelidium floridanum	28850	TRUE
28851	28851	Gelidium latifolium	Bornet ex Hauck, 1883	SPECIES				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gelidiales	31399	Gelidiaceae	2808	Gelidium	2811	Gelidium latifolium	28851	TRUE
28852	28852	Gelidium pulchellum		SPECIES	Fucus corneus var. pulchellus	Turner, 1819		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gelidiales	31399	Gelidiaceae	2808	Gelidium	2811	Gelidium pulchellum	28852	TRUE
28853	28853	Gelidium allanii		SPECIES				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gelidiales	31399	Gelidiaceae	2808	Gelidium	2811	Gelidium allanii	28853	TRUE
28854	28854	Gelidium americanum		SPECIES	Pterocladia americana	W.R.Taylor, 1943		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gelidiales	31399	Gelidiaceae	2808	Gelidium	2811	Gelidium americanum	28854	TRUE
28856	28856	Gelidium capense	(S.G.Gmelin) P.C.Silva	SPECIES	Fucus capensis	S.G.Gemelin, 1768		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gelidiales	31399	Gelidiaceae	2808	Gelidium	2811	Gelidium capense	28856	TRUE
28857	28857	Onikusa		GENUS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gelidiales	31399	Gelidiaceae	2808	Onikusa	28857			TRUE
28859	28859	Pterocladia		GENUS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gelidiales	31399	Pterocladiaceae	2026933	Pterocladia	28859			TRUE
28860	28860	Pterocladiella melanoidea		SPECIES				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gelidiales	31399	Pterocladiaceae	2026933	Pterocladiella	70837	Pterocladiella melanoidea	28860	TRUE
28864	28864	Capreolia		GENUS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gelidiales	31399	Gelidiaceae	2808	Capreolia	28864			TRUE
28865	28865	Capreolia implexa	Guiry & Womersley, 1993	SPECIES				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gelidiales	31399	Gelidiaceae	2808	Capreolia	28864	Capreolia implexa	28865	TRUE
28866	28866	Gelidiella		GENUS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gelidiales	31399	Gelidiellaceae	2026930	Gelidiella	28866			TRUE
28867	28867	Gelidiella acerosa		SPECIES	Fucus acerosus	Fabricius, 1775		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gelidiales	31399	Gelidiellaceae	2026930	Gelidiella	28866	Gelidiella acerosa	28867	TRUE
29216	29216	Bangiales		ORDER				no	red algae	Eukaryota	2759			Rhodophyta	2763	Bangiophyceae	2797	Bangiales	29216							TRUE
29217	29217	Gigartinaceae		FAMILY				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Gigartinaceae	29217					TRUE
29218	29218	Chondracanthus	Kuetzing, 1843	GENUS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Gigartinaceae	29217	Chondracanthus	29218			TRUE
29220	29220	Chondrus elatus	Holmes, 1896	SPECIES				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Gigartinaceae	29217	Chondrus	2768	Chondrus elatus	29220	TRUE
29221	29221	Chondrus giganteus	Yendo, 1920	SPECIES				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Gigartinaceae	29217	Chondrus	2768	Chondrus giganteus	29221	TRUE
29222	29222	Chondrus ocellatus	Holmes, 1896	SPECIES				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Gigartinaceae	29217	Chondrus	2768	Chondrus ocellatus	29222	TRUE
29223	29223	Chondrus verrucosus	Mikami, 1965	SPECIES				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Gigartinaceae	29217	Chondrus	2768	Chondrus verrucosus	29223	TRUE
29224	29224	Iridaea	Bory de Saint-Vincent, 1826	GENUS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Gigartinaceae	29217	Iridaea	29224			TRUE
29225	29225	Iridaea cordata	(Turner) Bory de Saint-Vincent	SPECIES	Fucus cordatus	Turner, 1809		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Gigartinaceae	29217	Iridaea	29224	Iridaea cordata	29225	TRUE
29226	29226	Mastocarpus	Kuetzing, 1843	GENUS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Phyllophoraceae	28021	Mastocarpus	29226			TRUE
29227	29227	Mastocarpus stellatus		SPECIES	Fucus stellatus	Stackhouse, 1796		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Phyllophoraceae	28021	Mastocarpus	29226	Mastocarpus stellatus	29227	TRUE
29228	29228	Mazzaella	G.De Toni f., 1936	GENUS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Gigartinaceae	29217	Mazzaella	29228			TRUE
29229	29229	Mazzaella cornucopiae	(Postels & Ruprecht) Hommersand in Hommersand et al. 1993	SPECIES				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Gigartinaceae	29217	Mazzaella	29228	Mazzaella cornucopiae	29229	TRUE
29230	29230	Mazzaella flaccida	(Setchell & N.L.Gardner) Fredericq	SPECIES	Iridophycus flaccidus	Setchell & N.L.Gardner, 1937		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Gigartinaceae	29217	Mazzaella	29228	Mazzaella flaccida	29230	TRUE
29231	29231	Mazzaella heterocarpa	(Postels & Ruprecht) Fredericq in Hommersand et al. 1993	SPECIES	Iridaea heterocarpa	Postels & Ruprecht, 1840		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Gigartinaceae	29217	Mazzaella	29228	Mazzaella heterocarpa	29231	TRUE
29232	29232	Mazzaella laminarioides	(Bory) Fredericq, 1993	SPECIES	Iridaea laminarioides	Bory, 1828		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Gigartinaceae	29217	Mazzaella	29228	Mazzaella laminarioides	29232	TRUE
29233	29233	Mazzaella leptorhynchos		SPECIES	Gigartina leptorhynchos	J.Agardh, 1885		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Gigartinaceae	29217	Mazzaella	29228	Mazzaella leptorhynchos	29233	TRUE
29234	29234	Mazzaella lilacina	(Postels & Ruprecht) Leister 1993	SPECIES				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Gigartinaceae	29217	Mazzaella	29228	Mazzaella lilacina	29234	TRUE
29235	29235	Mazzaella linearis	(Setchell & N.L.Gardner) Fredericq	SPECIES	Iridophycus linearis	Setchell & N.L.Gardner, 1937		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Gigartinaceae	29217	Mazzaella	29228	Mazzaella linearis	29235	TRUE
29236	29236	Mazzaella splendens	(Setchell & N.L.Gardner) Fredericq	SPECIES	Iridophycus splendens	Setchell & N.L.Gardner, 1937		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Gigartinaceae	29217	Mazzaella	29228	Mazzaella splendens	29236	TRUE
29237	29237	Mazzaella volans		SPECIES	Sphaerococcus volans	C.Agardh, 1821		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Gigartinaceae	29217	Mazzaella	29228	Mazzaella volans	29237	TRUE
29238	29238	Phyllophora	Greville , 1830: 135	GENUS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Phyllophoraceae	28021	Phyllophora	29238			TRUE
29239	29239	Phyllophora crispa		SPECIES	Fucus crispus	Hudson, 1762		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Phyllophoraceae	28021	Phyllophora	29238	Phyllophora crispa	29239	TRUE
29240	29240	Rhodoglossum		GENUS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Gigartinaceae	29217	Rhodoglossum	29240			TRUE
29241	29241	Rhodoglossum gigartinoides		SPECIES	Grateloupia gigartinoides	Sonder, 1855		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Gigartinaceae	29217	Rhodoglossum	29240	Rhodoglossum gigartinoides	29241	TRUE
29242	29242	Sarcothalia		GENUS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Gigartinaceae	29217	Sarcothalia	29242			TRUE
29243	29243	Sarcothalia crispata		SPECIES	Iridaea crispata	Bory, 1826		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Gigartinaceae	29217	Sarcothalia	29242	Sarcothalia crispata	29243	TRUE
29244	29244	Sarcothalia livida		SPECIES	Fucus lividus	Turner, 1819		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Gigartinaceae	29217	Sarcothalia	29242	Sarcothalia livida	29244	TRUE
29245	29245	Sarcothalia scutellata		SPECIES	Sphaerococcus scutellatus	Hering, 1841		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Gigartinaceae	29217	Sarcothalia	29242	Sarcothalia scutellata	29245	TRUE
29246	29246	Sarcothalia stiriata	(Turner) Leister, 1993	SPECIES	Fucus stiriatus	Turner, 1807		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Gigartinales	28017	Gigartinaceae	29217	Sarcothalia	29242	Sarcothalia stiriata	29246	TRUE
29247	29247	Rhodymeniales		ORDER				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Rhodymeniales	29247							TRUE
31345	31345	Bangiaceae		FAMILY				no	red algae	Eukaryota	2759			Rhodophyta	2763	Bangiophyceae	2797	Bangiales	29216	Bangiaceae	31345					TRUE
31346	31346	Bangia		GENUS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Bangiophyceae	2797	Bangiales	29216	Bangiaceae	31345	Bangia	31346			TRUE
31347	31347	Bangia atropurpurea		SPECIES	Conferva atropurpurea	Mertens ex Roth, 1806		no	red algae	Eukaryota	2759			Rhodophyta	2763	Bangiophyceae	2797	Bangiales	29216	Bangiaceae	31345	Bangia	31346	Bangia atropurpurea	31347	TRUE
31349	31349	Porphyra rosengurttii		SPECIES				no	red algae	Eukaryota	2759			Rhodophyta	2763	Bangiophyceae	2797	Bangiales	29216	Bangiaceae	31345	Porphyra	2784	Porphyra rosengurttii	31349	TRUE
31350	31350	Pyropia spiralis		SPECIES				no	red algae	Eukaryota	2759			Rhodophyta	2763	Bangiophyceae	2797	Bangiales	29216	Bangiaceae	31345	Pyropia	1094566	Pyropia spiralis	31350	TRUE
31351	31351	Erythropeltidales	Garbary, Hansen & Scagel	ORDER				no	red algae	Eukaryota	2759			Rhodophyta	2763	Compsopogonophyceae	930023	Erythropeltidales	31351							TRUE
31352	31352	Compsopogonaceae		FAMILY				no	red algae	Eukaryota	2759			Rhodophyta	2763	Compsopogonophyceae	930023	Compsopogonales	930024	Compsopogonaceae	31352					TRUE
31353	31353	Compsopogon		GENUS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Compsopogonophyceae	930023	Compsopogonales	930024	Compsopogonaceae	31352	Compsopogon	31353			TRUE
31354	31354	Compsopogon caeruleus		SPECIES	Conferva caerulea	Balbis ex C.Agardh, 1824		no	red algae	Eukaryota	2759			Rhodophyta	2763	Compsopogonophyceae	930023	Compsopogonales	930024	Compsopogonaceae	31352	Compsopogon	31353	Compsopogon caeruleus	31354	TRUE
31355	31355	Acrochaetiales		ORDER				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Acrochaetiales	31355							TRUE
31356	31356	Acrochaetiaceae		FAMILY				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Acrochaetiales	31355	Acrochaetiaceae	31356					TRUE
31357	31357	Acrochaetium	Naegeli in Naegeli & Cramer, 1858	GENUS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Acrochaetiales	31355	Acrochaetiaceae	31356	Acrochaetium	31357			TRUE
31358	31358	Acrochaetium sagraeanum		SPECIES	Cladophora sagraena	Montagne, 1856		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Acrochaetiales	31355	Acrochaetiaceae	31356	Acrochaetium	31357	Acrochaetium sagraeanum	31358	TRUE
31359	31359	Audouinella	Bory de Saint-Vincent, 1823	GENUS				no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Acrochaetiales	31355	Acrochaetiaceae	31356	Audouinella	31359			TRUE
31360	31360	Audouinella hermannii		SPECIES	Conferva hermannii	Roth, 1797		no	red algae	Eukaryota	2759			Rhodophyta	2763	Florideophyceae	2806	Acrochaetiales	31355	Acrochaetiaceae	31356	Audouinella	31359	Audouinella hermannii	31360	TRUE
