Query	Taxid	Tax name	Authority	Rank	Basionym	Basionym authority	Curator common name	Has type material	Group name	Superkingdom name	Superkingdom taxid	Kingdom name	Kingdom taxid	Phylum name	Phylum taxid	Class name	Class taxid	Order name	Order taxid	Family name	Family taxid	Genus name	Genus taxid	Species name	Species taxid	Scientific name is formal
104040	104040	Cryptotermes domesticus parabasalian symbiont clone Cd16		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Cryptotermes domesticus parabasalian symbiont clone Cd16	104040	FALSE
104042	104042	Incisitermes immigrans parabasalian symbiont clone Ii1		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Incisitermes immigrans parabasalian symbiont clone Ii1	104042	FALSE
104043	104043	Incisitermes immigrans parabasalian symbiont clone Ii		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Incisitermes immigrans parabasalian symbiont clone Ii	104043	FALSE
104044	104044	Glyptotermes fuscus parabasalian symbiont clone Gf8		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Glyptotermes fuscus parabasalian symbiont clone Gf8	104044	FALSE
104045	104045	Glyptotermes fuscus parabasalian symbiont clone Gf10		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Glyptotermes fuscus parabasalian symbiont clone Gf10	104045	FALSE
104046	104046	Neotermes koshunensis parabasalian symbiont clone Nk2		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Neotermes koshunensis parabasalian symbiont clone Nk2	104046	FALSE
104047	104047	Neotermes koshunensis parabasalian symbiont clone Nk3		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Neotermes koshunensis parabasalian symbiont clone Nk3	104047	FALSE
104048	104048	Neotermes koshunensis parabasalian symbiont clone Nk4		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Neotermes koshunensis parabasalian symbiont clone Nk4	104048	FALSE
104049	104049	Neotermes koshunensis parabasalian symbiont clone Nk5		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Neotermes koshunensis parabasalian symbiont clone Nk5	104049	FALSE
104050	104050	Neotermes koshunensis parabasalian symbiont clone Nk9		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Neotermes koshunensis parabasalian symbiont clone Nk9	104050	FALSE
104052	104052	Hodotermopsis sjoestedti parabasalian symbiont clone Hs4		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Hodotermopsis sjoestedti parabasalian symbiont clone Hs4	104052	FALSE
104053	104053	Hodotermopsis sjoestedti parabasalian symbiont clone HsL8		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Hodotermopsis sjoestedti parabasalian symbiont clone HsL8	104053	FALSE
104054	104054	Hodotermopsis sjoestedti parabasalian symbiont clone HsS1		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Hodotermopsis sjoestedti parabasalian symbiont clone HsS1	104054	FALSE
104055	104055	Hodotermopsis sjoestedti parabasalian symbiont clone HsS2		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Hodotermopsis sjoestedti parabasalian symbiont clone HsS2	104055	FALSE
104056	104056	Hodotermopsis sjoestedti parabasalian symbiont clone HsS6		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Hodotermopsis sjoestedti parabasalian symbiont clone HsS6	104056	FALSE
104057	104057	Hodotermopsis sjoestedti parabasalian symbiont clone HsS9		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Hodotermopsis sjoestedti parabasalian symbiont clone HsS9	104057	FALSE
104058	104058	Hodotermopsis sjoestedti parabasalian symbiont clone HsS13		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Hodotermopsis sjoestedti parabasalian symbiont clone HsS13	104058	FALSE
104059	104059	Hodotermopsis sjoestedti parabasalian symbiont clone HsS22		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Hodotermopsis sjoestedti parabasalian symbiont clone HsS22	104059	FALSE
104078	104078	Trichonympha sp. Hs3		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Trichonymphida	285692	Trichonymphidae	67477	Trichonympha	63627	Trichonympha sp. Hs3	104078	FALSE
104079	104079	Trichonympha sp. Hs8		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Trichonymphida	285692	Trichonymphidae	67477	Trichonympha	63627	Trichonympha sp. Hs8	104079	FALSE
104080	104080	Trichonympha sp. Hs10		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Trichonymphida	285692	Trichonymphidae	67477	Trichonympha	63627	Trichonympha sp. Hs10	104080	FALSE
104081	104081	Trichonympha sp. HsL5		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Trichonymphida	285692	Trichonymphidae	67477	Trichonympha	63627	Trichonympha sp. HsL5	104081	FALSE
104082	104082	Pseudotrichonympha	Grassi & Foa, 1911	GENUS				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Trichonymphida	285692	Teranymphidae	285682	Pseudotrichonympha	104082			TRUE
104083	104083	Pseudotrichonympha grassii		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Trichonymphida	285692	Teranymphidae	285682	Pseudotrichonympha	104082	Pseudotrichonympha grassii	104083	TRUE
104084	104084	Holomastigotoididae	Grassi & Foa, 1911	FAMILY				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Spirotrichonymphida	285693	Holomastigotoididae	104084					TRUE
104085	104085	Holomastigotoides	Grassi & Foa, 1911	GENUS				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Spirotrichonymphida	285693	Holomastigotoididae	104084	Holomastigotoides	104085			TRUE
104086	104086	Holomastigotoides mirabile		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Spirotrichonymphida	285693	Holomastigotoididae	104084	Holomastigotoides	104085	Holomastigotoides mirabile	104086	TRUE
104088	104088	Spirotrichonympha	Grassi & Foa 1911	GENUS				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Spirotrichonymphida	285693	Holomastigotoididae	104084	Spirotrichonympha	104088			TRUE
104089	104089	Spirotrichonympha leidyi		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Spirotrichonymphida	285693	Holomastigotoididae	104084	Spirotrichonympha	104088	Spirotrichonympha leidyi	104089	TRUE
104090	104090	Spirotrichonympha sp. Hs1		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Spirotrichonymphida	285693	Holomastigotoididae	104084	Spirotrichonympha	104088	Spirotrichonympha sp. Hs1	104090	FALSE
104092	104092	Eucomonympha		GENUS				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Trichonymphida	285692	Teranymphidae	285682	Eucomonympha	104092			TRUE
104093	104093	Eucomonympha sp. HsL3		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Trichonymphida	285692	Teranymphidae	285682	Eucomonympha	104092	Eucomonympha sp. HsL3	104093	FALSE
104094	104094	Eucomonympha sp. HsL4		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Trichonymphida	285692	Teranymphidae	285682	Eucomonympha	104092	Eucomonympha sp. HsL4	104094	FALSE
104095	104095	Eucomonympha sp. HsL15		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Trichonymphida	285692	Teranymphidae	285682	Eucomonympha	104092	Eucomonympha sp. HsL15	104095	FALSE
112627	112627	Kalotermes flavicollis gut symbiont clone Kf1		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Kalotermes flavicollis gut symbiont clone Kf1	112627	FALSE
112628	112628	Kalotermes flavicollis gut symbiont clone Kf5		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Kalotermes flavicollis gut symbiont clone Kf5	112628	FALSE
112629	112629	Kalotermes flavicollis gut symbiont clone Kf6		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Kalotermes flavicollis gut symbiont clone Kf6	112629	FALSE
117694	117694	Trichomonas sp. 'duck_salpingitis'		SPECIES				no	trichomonads	Eukaryota	2759			Parabasalia	5719			Trichomonadida	37104	Trichomonadidae	181550	Trichomonas	5721	Trichomonas sp. 'duck_salpingitis'	117694	FALSE
130484	130484	Reticulitermes speratus hindgut protist 130484		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Reticulitermes speratus hindgut protist 130484	130484	FALSE
135485	135485	Monocercomonas colubrorum		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Tritrichomonadida	740972	Monocercomonadidae	135585	Monocercomonas	5736	Monocercomonas colubrorum	135485	TRUE
135585	135585	Monocercomonadidae	Kirby, 1944	FAMILY				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Tritrichomonadida	740972	Monocercomonadidae	135585					TRUE
135587	135587	Histomonas	Tyzzer, 1920	GENUS				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Tritrichomonadida	740972	Dientamoebidae	740973	Histomonas	135587			TRUE
135588	135588	Histomonas meleagridis		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Tritrichomonadida	740972	Dientamoebidae	740973	Histomonas	135587	Histomonas meleagridis	135588	TRUE
13567	13567	Hexamita		GENUS				no	diplomonads	Eukaryota	2759			Fornicata	207245			Diplomonadida	5738	Hexamitidae	5739	Hexamita	13567			TRUE
137417	137417	Pyrsonympha sp. JBD2000		SPECIES				no	eukaryotes	Eukaryota	2759			Preaxostyla	2662611			Oxymonadida	66288	Pyrsonymphidae	97340	Pyrsonympha	97341	Pyrsonympha sp. JBD2000	137417	FALSE
137418	137418	Trimastix		GENUS				no	eukaryotes	Eukaryota	2759			Preaxostyla	2662611					Trimastigidae	2662612	Trimastix	137418			TRUE
137419	137419	Trimastix marina		SPECIES				no	eukaryotes	Eukaryota	2759			Preaxostyla	2662611					Trimastigidae	2662612	Trimastix	137418	Trimastix marina	137419	TRUE
137420	137420	Paratrimastix pyriformis ATCC50562		SPECIES				no	eukaryotes	Eukaryota	2759			Preaxostyla	2662611					Paratrimastigidae	2662613	Paratrimastix	1709327	Paratrimastix pyriformis ATCC50562	137420	FALSE
137421	137421	Paratrimastix pyriformis ATCC50598		SPECIES				no	eukaryotes	Eukaryota	2759			Preaxostyla	2662611					Paratrimastigidae	2662613	Paratrimastix	1709327	Paratrimastix pyriformis ATCC50598	137421	FALSE
161674	161674	Tetratrichomonas sp. 1998-5003		SPECIES				no	trichomonads	Eukaryota	2759			Parabasalia	5719			Trichomonadida	37104	Trichomonadidae	181550	Tetratrichomonas	5729	Tetratrichomonas sp. 1998-5003	161674	FALSE
161714	161714	Tetratrichomonas sp. 1999-5000		SPECIES				no	trichomonads	Eukaryota	2759			Parabasalia	5719			Trichomonadida	37104	Trichomonadidae	181550	Tetratrichomonas	5729	Tetratrichomonas sp. 1999-5000	161714	FALSE
174567	174567	Tritrichomonas nonconforma		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Tritrichomonadida	740972	Tritrichomonadidae	740983	Tritrichomonas	5723	Tritrichomonas nonconforma	174567	TRUE
181546	181546	Snyderella	(Kirby, 1929)	GENUS				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Cristamonadida	740976			Snyderella	181546			TRUE
181547	181547	Snyderella tabogae		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Cristamonadida	740976			Snyderella	181546	Snyderella tabogae	181547	TRUE
181550	181550	Trichomonadidae	Chalmers & Pekkola, 1918 sensu Hampl, Vrlk, Cepicka, Pecka, Kulda & Tachezy, 2006	FAMILY				no	trichomonads	Eukaryota	2759			Parabasalia	5719			Trichomonadida	37104	Trichomonadidae	181550					TRUE
181551	181551	Metacoronympha		GENUS				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Cristamonadida	740976			Metacoronympha	181551			TRUE
181552	181552	Metacoronympha senta		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Cristamonadida	740976			Metacoronympha	181551	Metacoronympha senta	181552	TRUE
181553	181553	Calonympha grassii		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Cristamonadida	740976			Calonympha	47795	Calonympha grassii	181553	TRUE
184922	184922	Giardia lamblia ATCC 50803		STRAIN				no	diplomonads	Eukaryota	2759			Fornicata	207245			Diplomonadida	5738	Hexamitidae	5739	Giardia	5740	Giardia intestinalis	5741	FALSE
185581	185581	Oxymonas		GENUS				no	eukaryotes	Eukaryota	2759			Preaxostyla	2662611			Oxymonadida	66288	Oxymonadidae	97343	Oxymonas	185581			TRUE
185582	185582	Oxymonas sp. JF2002		SPECIES				no	eukaryotes	Eukaryota	2759			Preaxostyla	2662611			Oxymonadida	66288	Oxymonadidae	97343	Oxymonas	185581	Oxymonas sp. JF2002	185582	FALSE
187323	187323	Giardia psittaci		SPECIES				no	diplomonads	Eukaryota	2759			Fornicata	207245			Diplomonadida	5738	Hexamitidae	5739	Giardia	5740	Giardia psittaci	187323	TRUE
193075	193075	Retortamonadidae		FAMILY				no	eukaryotes	Eukaryota	2759			Fornicata	207245					Retortamonadidae	193075					TRUE
193076	193076	Retortamonas		GENUS				no	eukaryotes	Eukaryota	2759			Fornicata	207245					Retortamonadidae	193075	Retortamonas	193076			TRUE
193078	193078	Retortamonas sp. ATCC 50375		SPECIES				no	eukaryotes	Eukaryota	2759			Fornicata	207245					Retortamonadidae	193075	Retortamonas	193076	Retortamonas sp. ATCC 50375	193078	FALSE
194531	194531	Retortamonas sp.		SPECIES				no	eukaryotes	Eukaryota	2759			Fornicata	207245					Retortamonadidae	193075	Retortamonas	193076	Retortamonas sp.	194531	FALSE
199294	199294	Trichomitopsis		GENUS				no	trichomonads	Eukaryota	2759			Parabasalia	5719			Trichomonadida	37104	Trichomonadidae	181550	Trichomitopsis	199294			TRUE
199295	199295	Trichomitopsis termopsidis		SPECIES				no	trichomonads	Eukaryota	2759			Parabasalia	5719			Trichomonadida	37104	Trichomonadidae	181550	Trichomitopsis	199294	Trichomitopsis termopsidis	199295	TRUE
201152	201152	Carpediemonas	Ekebom et al., 1996	GENUS				no	eukaryotes	Eukaryota	2759			Fornicata	207245							Carpediemonas	201152			TRUE
201153	201153	Carpediemonas membranifera		SPECIES				no	eukaryotes	Eukaryota	2759			Fornicata	207245							Carpediemonas	201152	Carpediemonas membranifera	201153	TRUE
201404	201404	Mastotermes darwiniensis hindgut symbiont sp.		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Mastotermes darwiniensis hindgut symbiont sp.	201404	FALSE
204268	204268	Coptotermes lacteus symbiont WH2002		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Coptotermes lacteus symbiont WH2002	204268	FALSE
207245	207245	Fornicata	Simpson 2003	PHYLUM				no	eukaryotes	Eukaryota	2759			Fornicata	207245											TRUE
208475	208475	Dinenympha fimbriata	Kirby 1924	SPECIES				no	eukaryotes	Eukaryota	2759			Preaxostyla	2662611			Oxymonadida	66288	Pyrsonymphidae	97340	Dinenympha	66289	Dinenympha fimbriata	208475	TRUE
208476	208476	Dinenympha gracilis		SPECIES				no	eukaryotes	Eukaryota	2759			Preaxostyla	2662611			Oxymonadida	66288	Pyrsonymphidae	97340	Dinenympha	66289	Dinenympha gracilis	208476	TRUE
208477	208477	Pyrsonympha sp. AB-2002		SPECIES				no	eukaryotes	Eukaryota	2759			Preaxostyla	2662611			Oxymonadida	66288	Pyrsonymphidae	97340	Pyrsonympha	97341	Pyrsonympha sp. AB-2002	208477	FALSE
208478	208478	Dinenympha sp. AB-2002		SPECIES				no	eukaryotes	Eukaryota	2759			Preaxostyla	2662611			Oxymonadida	66288	Pyrsonymphidae	97340	Dinenympha	66289	Dinenympha sp. AB-2002	208478	FALSE
210203	210203	Dinenympha parva		SPECIES				no	eukaryotes	Eukaryota	2759			Preaxostyla	2662611			Oxymonadida	66288	Pyrsonymphidae	97340	Dinenympha	66289	Dinenympha parva	210203	TRUE
210204	210204	uncultured Pyrsonympha sp.		SPECIES				no	eukaryotes	Eukaryota	2759			Preaxostyla	2662611			Oxymonadida	66288	Pyrsonymphidae	97340			uncultured Pyrsonympha sp.	210204	FALSE
210205	210205	uncultured Dinenympha sp.		SPECIES				no	eukaryotes	Eukaryota	2759			Preaxostyla	2662611			Oxymonadida	66288	Pyrsonymphidae	97340			uncultured Dinenympha sp.	210205	FALSE
210206	210206	uncultured Oxymonas sp.		SPECIES				no	eukaryotes	Eukaryota	2759			Preaxostyla	2662611			Oxymonadida	66288	Oxymonadidae	97343			uncultured Oxymonas sp.	210206	FALSE
222438	222438	Streblomastigidae		FAMILY				no	eukaryotes	Eukaryota	2759			Preaxostyla	2662611			Oxymonadida	66288	Streblomastigidae	222438					TRUE
222439	222439	Streblomastix		GENUS				no	eukaryotes	Eukaryota	2759			Preaxostyla	2662611			Oxymonadida	66288	Streblomastigidae	222438	Streblomastix	222439			TRUE
222440	222440	Streblomastix strix		SPECIES				no	eukaryotes	Eukaryota	2759			Preaxostyla	2662611			Oxymonadida	66288	Streblomastigidae	222438	Streblomastix	222439	Streblomastix strix	222440	TRUE
227237	227237	Tetratrichomonas prowazeki		SPECIES				no	trichomonads	Eukaryota	2759			Parabasalia	5719			Trichomonadida	37104	Trichomonadidae	181550	Tetratrichomonas	5729	Tetratrichomonas prowazeki	227237	TRUE
227238	227238	Tetratrichomonas limacis		SPECIES				no	trichomonads	Eukaryota	2759			Parabasalia	5719			Trichomonadida	37104	Trichomonadidae	181550	Tetratrichomonas	5729	Tetratrichomonas limacis	227238	TRUE
227239	227239	Trichomonas canistomae		SPECIES				no	trichomonads	Eukaryota	2759			Parabasalia	5719			Trichomonadida	37104	Trichomonadidae	181550	Trichomonas	5721	Trichomonas canistomae	227239	TRUE
227258	227258	Tetratrichomonas sp. TXB3		SPECIES				no	trichomonads	Eukaryota	2759			Parabasalia	5719			Trichomonadida	37104	Trichomonadidae	181550	Tetratrichomonas	5729	Tetratrichomonas sp. TXB3	227258	FALSE
227259	227259	Tetratrichomonas sp. TXB5		SPECIES				no	trichomonads	Eukaryota	2759			Parabasalia	5719			Trichomonadida	37104	Trichomonadidae	181550	Tetratrichomonas	5729	Tetratrichomonas sp. TXB5	227259	FALSE
227260	227260	Tetratrichomonas sp. TXO9		SPECIES				no	trichomonads	Eukaryota	2759			Parabasalia	5719			Trichomonadida	37104	Trichomonadidae	181550	Tetratrichomonas	5729	Tetratrichomonas sp. TXO9	227260	FALSE
227261	227261	Tetratrichomonas sp. TXO6		SPECIES				no	trichomonads	Eukaryota	2759			Parabasalia	5719			Trichomonadida	37104	Trichomonadidae	181550	Tetratrichomonas	5729	Tetratrichomonas sp. TXO6	227261	FALSE
227262	227262	Tetratrichomonas sp. TXO7		SPECIES				no	trichomonads	Eukaryota	2759			Parabasalia	5719			Trichomonadida	37104	Trichomonadidae	181550	Tetratrichomonas	5729	Tetratrichomonas sp. TXO7	227262	FALSE
227263	227263	Tetratrichomonas sp. TXO8		SPECIES				no	trichomonads	Eukaryota	2759			Parabasalia	5719			Trichomonadida	37104	Trichomonadidae	181550	Tetratrichomonas	5729	Tetratrichomonas sp. TXO8	227263	FALSE
227311	227311	Trichomonas equibuccalis		SPECIES				no	trichomonads	Eukaryota	2759			Parabasalia	5719			Trichomonadida	37104	Trichomonadidae	181550	Trichomonas	5721	Trichomonas equibuccalis	227311	TRUE
227313	227313	Cochlosoma		GENUS				no	trichomonads	Eukaryota	2759			Parabasalia	5719			Trichomonadida	37104	Trichomonadidae	181550	Cochlosoma	227313			TRUE
227314	227314	Cochlosoma anatis		SPECIES				no	trichomonads	Eukaryota	2759			Parabasalia	5719			Trichomonadida	37104	Trichomonadidae	181550	Cochlosoma	227313	Cochlosoma anatis	227314	TRUE
227315	227315	Tetratrichomonas sp. MMV-2003		SPECIES				no	trichomonads	Eukaryota	2759			Parabasalia	5719			Trichomonadida	37104	Trichomonadidae	181550	Tetratrichomonas	5729	Tetratrichomonas sp. MMV-2003	227315	FALSE
234609	234609	Tritrichomonas sp. LV2		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Tritrichomonadida	740972	Tritrichomonadidae	740983	Tritrichomonas	5723	Tritrichomonas sp. LV2	234609	FALSE
234610	234610	Tetratrichomonas sp. KAJ		SPECIES				no	trichomonads	Eukaryota	2759			Parabasalia	5719			Trichomonadida	37104	Trichomonadidae	181550	Tetratrichomonas	5729	Tetratrichomonas sp. KAJ	234610	FALSE
234611	234611	Tetratrichomonas sp. TXO10		SPECIES				no	trichomonads	Eukaryota	2759			Parabasalia	5719			Trichomonadida	37104	Trichomonadidae	181550	Tetratrichomonas	5729	Tetratrichomonas sp. TXO10	234611	FALSE
235483	235483	Monocercomonas sp. ATCC 50210		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Tritrichomonadida	740972	Monocercomonadidae	135585	Monocercomonas	5736	Monocercomonas sp. ATCC 50210	235483	FALSE
235493	235493	Hexamastix		GENUS				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Honigbergiellida	740974	Hexamastigidae	740975	Hexamastix	235493			TRUE
242127	242127	Trichomonadida sp. NJ1		SPECIES				no	trichomonads	Eukaryota	2759			Parabasalia	5719			Trichomonadida	37104					Trichomonadida sp. NJ1	242127	FALSE
242212	242212	Calonympha sp. B14		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Cristamonadida	740976			Calonympha	47795	Calonympha sp. B14	242212	FALSE
242213	242213	Devescovina sp. D16		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Cristamonadida	740976			Devescovina	48979	Devescovina sp. D16	242213	FALSE
245686	245686	Giardia sp. quenda		SPECIES				no	diplomonads	Eukaryota	2759			Fornicata	207245			Diplomonadida	5738	Hexamitidae	5739	Giardia	5740	Giardia sp. quenda	245686	FALSE
246722	246722	Mixotricha		GENUS				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Cristamonadida	740976			Mixotricha	246722			TRUE
246723	246723	Mixotricha paradoxa		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Cristamonadida	740976			Mixotricha	246722	Mixotricha paradoxa	246723	TRUE
246725	246725	Deltotrichonympha		GENUS				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Cristamonadida	740976			Deltotrichonympha	246725			TRUE
246726	246726	Deltotrichonympha nana		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Cristamonadida	740976			Deltotrichonympha	246725	Deltotrichonympha nana	246726	TRUE
246727	246727	Deltotrichonympha operculata		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Cristamonadida	740976			Deltotrichonympha	246725	Deltotrichonympha operculata	246727	TRUE
252658	252658	Tetratrichomonas sp. 9091		SPECIES				no	trichomonads	Eukaryota	2759			Parabasalia	5719			Trichomonadida	37104	Trichomonadidae	181550	Tetratrichomonas	5729	Tetratrichomonas sp. 9091	252658	FALSE
252659	252659	Monocercomonas sp. MRB-2003		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719			Tritrichomonadida	740972	Monocercomonadidae	135585	Monocercomonas	5736	Monocercomonas sp. MRB-2003	252659	FALSE
257650	257650	Zootermopsis parabasalian symbiont 11		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Zootermopsis parabasalian symbiont 11	257650	FALSE
257651	257651	Zootermopsis parabasalian symbiont 13		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Zootermopsis parabasalian symbiont 13	257651	FALSE
257652	257652	Zootermopsis parabasalian symbiont 17		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Zootermopsis parabasalian symbiont 17	257652	FALSE
257653	257653	Zootermopsis parabasalian symbiont 19		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Zootermopsis parabasalian symbiont 19	257653	FALSE
257654	257654	Zootermopsis parabasalian symbiont 22		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Zootermopsis parabasalian symbiont 22	257654	FALSE
257655	257655	Zootermopsis parabasalian symbiont 29		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Zootermopsis parabasalian symbiont 29	257655	FALSE
257656	257656	Zootermopsis parabasalian symbiont 30		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Zootermopsis parabasalian symbiont 30	257656	FALSE
257657	257657	Zootermopsis parabasalian symbiont 31		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Zootermopsis parabasalian symbiont 31	257657	FALSE
257658	257658	Zootermopsis parabasalian symbiont 33		SPECIES				no	eukaryotes	Eukaryota	2759			Parabasalia	5719									Zootermopsis parabasalian symbiont 33	257658	FALSE
28002	28002	Hexamita inflata		SPECIES				no	diplomonads	Eukaryota	2759			Fornicata	207245			Diplomonadida	5738	Hexamitidae	5739	Hexamita	13567	Hexamita inflata	28002	TRUE
28003	28003	Hexamita sp.		SPECIES				no	diplomonads	Eukaryota	2759			Fornicata	207245			Diplomonadida	5738	Hexamitidae	5739	Hexamita	13567	Hexamita sp.	28003	FALSE
